URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,IsLegit
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
27,18,0,3,1,0,0,0.0,14,0.519,2,0.074,0,0,0,3,0.111,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
33,26,0,2,2,0,0,0.0,18,0.545,0,0.0,0,0,0,3,0.091,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
110,32,0,3,0,0,0,0.0,85,0.773,6,0.055,3,1,0,7,0.1,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
92,74,0,4,2,0,0,0.0,73,0.793,6,0.065,0,0,0,5,0.054,1,0
26,20,0,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,0
26,19,0,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0
30,4,0,2,0,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,1,0
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
30,22,0,2,1,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,1,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
20,14,0,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0
23,16,0,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
35,16,0,2,1,0,0,0.0,22,0.629,1,0.029,0,0,0,4,0.114,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
81,74,0,4,2,0,0,0.0,64,0.79,7,0.086,0,0,0,3,0.037,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
31,23,0,4,1,0,0,0.0,14,0.452,6,0.194,0,0,0,3,0.097,1,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
55,22,0,3,2,0,0,0.0,36,0.655,0,0.0,0,0,0,7,0.127,1,0
41,34,0,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,1
22,14,0,3,1,0,0,0.0,11,0.5,1,0.045,0,0,0,2,0.091,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
31,23,0,3,1,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
88,44,0,4,2,0,0,0.0,60,0.682,9,0.102,0,0,0,11,0.125,1,0
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
23,16,0,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1
26,19,0,3,2,0,0,0.0,10,0.385,2,0.077,0,0,0,2,0.077,1,1
30,22,0,3,1,0,0,0.0,18,0.6,2,0.067,0,0,0,2,0.067,1,0
22,16,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
32,25,0,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
28,21,0,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
33,25,0,2,2,0,0,0.0,19,0.576,2,0.061,0,0,0,5,0.152,0,0
44,36,0,3,2,0,0,0.0,26,0.591,4,0.091,0,0,0,7,0.159,0,0
27,19,0,3,1,0,0,0.0,17,0.63,0,0.0,0,0,0,2,0.074,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
26,19,0,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
19,12,0,2,1,0,0,0.0,5,0.263,1,0.053,0,0,0,1,0.053,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
20,14,0,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0
34,26,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
26,20,0,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,0
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
44,18,0,3,1,0,0,0.0,25,0.568,3,0.068,0,0,0,4,0.091,1,0
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
37,28,0,3,1,0,0,0.0,19,0.514,6,0.162,0,0,0,4,0.108,1,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
25,16,0,2,0,0,0,0.0,15,0.6,0,0.0,0,0,0,3,0.12,0,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
28,22,0,2,2,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,0
27,21,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
25,11,0,3,0,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,0
28,21,0,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
40,32,0,3,1,0,0,0.0,28,0.7,0,0.0,0,0,0,5,0.125,0,0
27,20,0,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
55,47,0,2,2,0,0,0.0,18,0.327,22,0.4,0,0,0,7,0.127,1,0
33,26,0,4,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
31,23,0,4,1,0,0,0.0,14,0.452,6,0.194,0,0,0,3,0.097,1,0
80,7,0,2,0,0,0,0.0,60,0.75,9,0.113,0,0,0,3,0.037,1,0
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
28,20,0,3,1,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,1,0
29,11,0,3,0,0,0,0.0,20,0.69,0,0.0,0,0,0,2,0.069,0,0
29,22,0,3,1,0,0,0.0,19,0.655,0,0.0,0,0,0,3,0.103,0,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
13,7,0,2,0,0,0,0.0,5,0.385,0,0.0,0,0,0,1,0.077,0,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
32,26,0,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,3,0.094,0,0
27,20,0,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
28,21,0,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
22,15,0,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
34,27,0,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
61,28,0,2,1,0,0,0.0,42,0.689,5,0.082,0,0,0,6,0.098,1,0
36,29,0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1
58,52,0,3,1,0,0,0.0,47,0.81,2,0.034,0,0,0,2,0.034,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
28,21,0,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
34,26,0,3,1,0,0,0.0,21,0.618,3,0.088,0,0,0,3,0.088,0,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
60,15,0,3,0,0,0,0.0,46,0.767,3,0.05,0,0,0,3,0.05,1,0
28,21,0,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
20,6,0,2,0,0,0,0.0,8,0.4,2,0.1,0,0,0,2,0.1,1,0
22,16,0,2,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,0
93,19,0,2,1,0,0,0.0,53,0.57,21,0.226,0,0,0,11,0.118,1,0
49,41,0,3,1,0,0,0.0,39,0.796,0,0.0,0,0,0,3,0.061,0,0
25,18,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0
21,15,0,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
23,16,0,2,1,0,0,0.0,13,0.565,0,0.0,0,0,0,3,0.13,0,0
66,7,0,2,0,0,0,0.0,49,0.742,6,0.091,0,0,0,3,0.045,1,0
23,16,0,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1
29,22,0,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
34,27,0,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
36,29,0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
95,19,0,2,1,0,0,0.0,58,0.611,18,0.189,0,0,0,11,0.116,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
37,30,0,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
40,31,0,3,1,0,0,0.0,20,0.5,9,0.225,0,0,0,3,0.075,1,0
84,42,0,3,1,0,0,0.0,44,0.524,22,0.262,0,0,0,10,0.119,1,0
71,36,1,3,5,0,0,0.0,42,0.592,11,0.155,0,0,0,10,0.141,1,0
25,18,0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
215,52,0,3,3,1,12,0.056,141,0.656,37,0.172,1,1,12,12,0.121,0,0
35,28,0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
43,16,0,3,1,0,0,0.0,30,0.698,0,0.0,0,0,0,5,0.116,1,0
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
37,28,0,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,0
24,16,0,3,1,0,0,0.0,3,0.125,8,0.333,0,0,0,2,0.083,0,0
17,11,0,2,1,0,0,0.0,3,0.176,2,0.118,0,0,0,1,0.059,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
17,10,0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1
30,13,0,4,0,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,1,0
37,30,0,2,2,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,1
28,22,0,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0
28,22,0,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
47,38,0,2,2,0,0,0.0,35,0.745,0,0.0,0,0,0,4,0.085,1,0
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
20,13,0,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
30,24,0,3,2,0,0,0.0,16,0.533,1,0.033,0,0,0,2,0.067,0,0
25,16,0,2,0,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,0
29,22,0,3,1,0,0,0.0,14,0.483,2,0.069,0,0,0,1,0.034,1,1
40,31,0,3,1,0,0,0.0,29,0.725,0,0.0,0,0,0,3,0.075,1,0
25,18,0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
25,18,0,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
16,9,0,2,1,0,0,0.0,2,0.125,1,0.062,0,0,0,1,0.062,1,1
31,24,0,2,3,0,0,0.0,16,0.516,0,0.0,0,0,0,3,0.097,1,1
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
42,33,0,3,1,0,0,0.0,27,0.643,1,0.024,0,0,0,6,0.143,1,0
28,21,0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
25,19,0,4,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0
33,24,0,3,0,0,0,0.0,23,0.697,0,0.0,0,0,0,2,0.061,1,0
20,13,0,3,1,0,0,0.0,6,0.3,1,0.05,0,0,0,1,0.05,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
50,31,0,3,4,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
40,25,0,3,1,0,0,0.0,24,0.6,4,0.1,0,0,0,4,0.1,1,0
20,13,0,3,1,0,0,0.0,6,0.3,1,0.05,0,0,0,1,0.05,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
51,17,0,2,2,0,0,0.0,23,0.451,9,0.176,0,0,0,8,0.157,0,0
37,29,0,3,1,0,0,0.0,20,0.541,6,0.162,0,0,0,4,0.108,0,0
41,33,0,3,1,0,0,0.0,29,0.707,1,0.024,0,0,0,3,0.073,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
63,28,0,2,1,0,0,0.0,50,0.794,0,0.0,0,0,0,6,0.095,0,0
158,81,0,3,4,0,0,0.0,121,0.766,15,0.095,1,1,0,13,0.095,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
29,23,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,0
34,26,0,2,1,0,0,0.0,22,0.647,0,0.0,0,0,0,4,0.118,1,0
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
26,20,0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0
35,28,0,2,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
42,34,0,3,1,0,0,0.0,15,0.357,17,0.405,0,0,0,2,0.048,1,0
38,29,0,3,1,0,0,0.0,19,0.5,8,0.211,0,0,0,3,0.079,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,0
34,28,0,2,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0,0
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
95,20,0,3,1,0,0,0.0,53,0.558,22,0.232,2,1,0,9,0.126,1,0
36,28,0,3,1,0,0,0.0,26,0.722,0,0.0,0,0,0,2,0.056,1,0
142,19,0,2,1,0,0,0.0,75,0.528,48,0.338,0,0,0,11,0.077,1,0
25,18,0,2,3,0,0,0.0,10,0.4,0,0.0,0,0,0,3,0.12,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
98,15,0,3,1,0,0,0.0,76,0.776,3,0.031,0,0,0,11,0.112,1,0
24,17,0,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
30,24,0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,0
22,16,0,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
29,22,0,2,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,1
22,16,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,18,0,2,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0
20,13,0,2,1,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
39,31,0,3,1,0,0,0.0,22,0.564,6,0.154,0,0,0,3,0.077,1,0
33,25,0,2,2,0,0,0.0,15,0.455,7,0.212,0,0,0,3,0.091,1,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
39,16,0,2,1,0,0,0.0,27,0.692,0,0.0,0,0,0,4,0.103,1,0
107,19,0,2,1,0,0,0.0,62,0.579,23,0.215,0,0,0,14,0.131,1,0
18,11,0,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
17,10,0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
25,18,0,2,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0
26,19,0,4,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
59,30,0,3,1,0,0,0.0,35,0.593,9,0.153,0,0,0,7,0.119,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
20,13,0,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0
25,18,0,2,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
23,16,0,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1
102,75,0,4,2,0,0,0.0,79,0.775,10,0.098,0,0,0,5,0.049,1,0
58,35,0,6,1,0,0,0.0,38,0.655,8,0.138,0,0,0,5,0.086,0,0
43,34,0,2,2,0,0,0.0,31,0.721,0,0.0,0,0,0,4,0.093,1,0
39,31,0,3,1,0,0,0.0,24,0.615,5,0.128,0,0,0,2,0.051,1,0
25,18,0,2,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0
29,20,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,4,0.138,1,0
76,28,0,3,1,0,0,0.0,57,0.75,7,0.092,0,0,0,4,0.053,1,0
59,43,0,2,3,0,0,0.0,39,0.661,4,0.068,0,0,0,8,0.136,1,0
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
30,23,0,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
52,45,0,2,2,0,0,0.0,41,0.788,0,0.0,0,0,0,3,0.058,1,0
29,23,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,0
26,20,0,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
73,56,0,4,3,0,0,0.0,49,0.671,8,0.11,0,0,0,9,0.123,0,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
36,19,0,3,1,0,0,0.0,16,0.444,8,0.222,0,0,0,5,0.139,0,0
52,43,0,3,2,0,0,0.0,28,0.538,10,0.192,0,0,0,6,0.115,1,0
24,17,0,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,1
31,22,0,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,4,0.129,1,0
30,23,0,7,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
46,26,0,3,0,0,0,0.0,24,0.522,8,0.174,0,0,0,6,0.13,1,0
34,27,0,2,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
50,34,0,2,1,0,0,0.0,36,0.72,0,0.0,0,0,0,6,0.12,1,0
37,29,0,3,1,0,0,0.0,21,0.568,6,0.162,0,0,0,2,0.054,1,0
42,33,0,2,1,0,0,0.0,30,0.714,0,0.0,0,0,0,4,0.095,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
24,8,0,2,0,0,0,0.0,13,0.542,0,0.0,0,0,0,3,0.125,1,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
36,29,0,3,1,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,1
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
45,17,0,2,2,0,0,0.0,26,0.578,1,0.022,0,0,0,7,0.156,0,0
38,29,0,3,1,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,1,0
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
