URLLength,DomainLength,IsDomainIP,CharContinuationRate,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,HasFavicon,Robots,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsLegit
122,10,0,1.0,3,0,0,0,0.0,91,0.746,8,0.066,0,1,0,15,0.131,0,375,870,1,0.0,1,0,1,0,0,1,0
83,20,0,0.625,3,0,0,0,0.0,60,0.723,0,0.0,2,1,0,12,0.181,1,112,268,1,0.0,1,1,2,0,0,0,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,869,18341,1,100.0,1,1,26,99,0,9,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,4575,8959,1,100.0,0,0,25,57,4,14,1
20,14,0,0.6,3,0,0,0,0.0,11,0.55,0,0.0,0,0,0,2,0.1,0,2,2551,1,0.0,0,0,1,0,0,1,0
36,30,0,0.863636364,3,2,0,0,0.0,23,0.639,0,0.0,0,0,0,2,0.056,0,49,801,0,0.0,0,0,2,0,0,0,0
19,12,0,1.0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,400,2722,1,100.0,1,0,9,1,0,14,1
20,14,0,1.0,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,14,666,1,100.0,0,0,2,0,0,0,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,189,377,1,100.0,0,0,3,7,2,2,1
66,47,0,0.25,2,2,0,0,0.0,26,0.394,23,0.348,0,0,0,9,0.136,1,198,869,1,0.0,0,0,0,0,0,2,0
31,25,0,0.5625,4,1,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0,2,40,0,0.0,0,0,0,0,0,0,0
58,25,0,0.666666667,3,0,0,0,0.0,44,0.759,0,0.0,0,0,0,6,0.103,1,2,66,0,0.0,0,0,0,0,0,0,0
36,25,0,0.636363636,2,2,0,0,0.0,13,0.361,10,0.278,0,0,0,5,0.139,1,2,45,0,0.0,0,0,0,0,0,0,0
104,21,0,0.5,2,1,0,0,0.0,78,0.75,11,0.106,0,0,0,7,0.067,1,3,726588,0,0.0,0,0,0,0,0,0,0
139,74,0,0.289855072,4,2,0,0,0.0,107,0.77,18,0.129,1,1,0,4,0.043,1,279,120990,1,0.0,0,0,10,0,2,5,0
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,484,1350,1,100.0,0,0,13,11,0,10,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,637,1982,1,100.0,0,0,13,247,0,252,1
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1488,9658,1,100.0,0,1,12,109,14,116,1
21,14,0,1.0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1230,4861,1,100.0,0,0,7,49,3,87,1
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,10191,1840,1,100.0,1,0,9,885,9,20,1
28,21,0,0.857142857,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,2912,18226,1,0.0,1,1,29,0,5,219,1
460,12,1,0.444444444,2,2,0,0,0.0,301,0.654,83,0.18,10,3,0,40,0.115,1,2,1638,1,0.0,0,0,0,0,0,0,0
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2536,409,1,87.5,1,1,24,69,0,442,1
24,17,0,1.0,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,649,268,1,0.0,1,0,15,70,3,75,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1640,488,1,100.0,1,0,6,258,5,11,1
46,37,0,0.303030303,3,1,0,0,0.0,29,0.63,3,0.065,0,0,0,6,0.13,1,108,8125,1,0.0,0,0,0,0,0,3,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,267,1575,1,100.0,0,0,4,0,5,8,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,302,211,1,100.0,1,0,4,2,0,20,1
24,18,0,0.818181818,2,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,3,162,0,0.0,0,0,0,0,0,0,0
32,25,0,1.0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1130,1820,1,100.0,1,1,31,153,0,165,1
41,34,0,1.0,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,516,9381,1,100.0,1,1,25,97,0,92,1
88,13,0,1.0,3,0,0,0,0.0,26,0.295,40,0.455,1,1,0,12,0.159,1,12,173,0,1.428571429,0,0,0,0,0,0,0
25,18,0,1.0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1145,3811,1,0.0,0,0,5,71,10,13,1
74,13,0,0.6,2,1,0,0,0.0,53,0.716,8,0.108,0,0,0,5,0.068,1,274,848,1,0.0,0,1,16,0,1,3,0
20,13,0,1.0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,5289,838,1,100.0,0,0,16,328,0,542,1
33,24,0,0.85,3,1,0,0,0.0,15,0.455,6,0.182,0,0,0,4,0.121,1,271,22076,1,0.0,1,0,9,1,0,4,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1112,843,1,100.0,1,0,6,159,26,30,1
36,29,0,1.0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,2636,4345,1,100.0,1,0,12,134,0,169,1
33,25,0,0.857142857,3,1,0,0,0.0,18,0.545,5,0.152,0,0,0,2,0.061,1,108,8125,1,0.0,0,0,0,0,0,3,0
89,13,0,0.7,2,1,0,0,0.0,54,0.607,18,0.202,0,1,0,9,0.112,0,148,158,1,0.0,1,0,9,0,0,1,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,400,463,1,100.0,1,0,7,25,2,21,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1087,9811,1,100.0,0,1,18,81,0,107,1
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,684,9381,1,100.0,0,1,15,73,3,81,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3789,16957,1,100.0,0,1,37,147,1,50,1
22,15,0,0.714285714,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,902,10139,1,0.0,1,0,7,82,1,18,1
17,11,0,1.0,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0,11,71,1,100.0,0,0,0,0,0,1,0
28,21,0,0.571428571,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,265,815,1,0.0,0,1,2,3,0,107,1
23,16,0,0.777777778,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,13638,318,1,0.0,1,0,36,552,20,60,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1149,1447,1,100.0,1,0,14,91,0,23,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1248,28069,1,100.0,0,0,21,79,5,29,1
25,18,0,0.727272727,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1027,1625,1,0.0,1,0,9,123,0,27,1
37,28,0,0.875,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,0.0,0,0,0,0,0,3,0
75,28,0,0.833333333,3,1,0,0,0.0,52,0.693,12,0.16,0,0,0,4,0.053,0,13,123,1,0.0,0,0,0,1,0,1,0
31,25,0,0.823529412,3,2,0,0,0.0,17,0.548,1,0.032,0,0,0,2,0.065,0,9,50,1,0.0,0,0,0,0,0,0,0
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,819,9381,1,100.0,1,1,38,78,0,63,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1223,9381,1,100.0,1,1,18,126,2,194,1
26,20,0,0.923076923,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0,0,0,0,0,0,0
17,10,0,1.0,2,1,0,0,0.0,3,0.176,1,0.059,0,0,0,1,0.059,1,4223,6637,1,66.66666667,1,1,23,144,7,156,1
27,21,0,1.0,2,1,0,0,0.0,13,0.481,2,0.074,0,0,0,1,0.037,0,2,35,0,0.0,0,0,0,0,0,0,0
23,7,0,1.0,2,0,0,0,0.0,12,0.522,1,0.043,0,0,0,2,0.087,1,2,32,0,0.0,0,0,0,0,0,0,0
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1447,539,1,100.0,1,1,10,83,8,42,1
34,25,0,0.428571429,3,1,0,0,0.0,22,0.647,0,0.0,0,0,0,4,0.118,1,108,8125,1,0.0,0,0,0,0,0,3,0
25,18,0,0.6,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,646,1356,1,100.0,1,0,14,1,8,205,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,918,19542,1,84.61538462,1,1,31,80,0,89,1
33,24,0,0.75,3,1,0,0,0.0,19,0.576,3,0.091,0,0,0,3,0.091,1,26,176,0,5.0,0,0,0,0,0,0,0
41,32,0,0.428571429,3,1,0,0,0.0,23,0.561,4,0.098,0,0,0,6,0.146,1,108,8125,1,0.0,0,0,0,0,0,3,0
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1024,528,1,100.0,1,0,19,1,0,55,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,7898,35827,1,100.0,1,0,36,305,1,22,1
49,36,0,0.285714286,3,3,0,0,0.0,31,0.633,0,0.0,0,0,0,7,0.143,0,11,80,1,0.0,0,0,0,0,0,0,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1390,9901,1,100.0,0,1,54,57,0,85,1
32,26,0,1.0,3,1,0,0,0.0,19,0.594,1,0.031,0,0,0,1,0.031,0,2,41,0,0.0,0,0,0,0,0,0,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1680,3328,1,0.0,0,0,28,71,0,15,1
28,21,0,1.0,4,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2596,4271,1,100.0,0,0,8,569,1,112,1
30,23,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,2,39,0,0.0,0,0,0,0,0,0,0
36,28,0,0.791666667,3,1,0,0,0.0,26,0.722,0,0.0,0,0,0,3,0.083,0,2,839,0,0.0,0,0,1,1,0,1,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,335,490,1,100.0,1,0,12,69,0,24,1
86,16,0,1.0,2,1,0,0,0.0,42,0.488,28,0.326,0,0,0,9,0.105,0,2,95,0,1.428571429,0,0,0,0,0,0,0
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2725,1191,1,100.0,1,0,8,287,0,23,1
21,14,0,1.0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2064,4611,1,100.0,1,1,5,58,5,25,1
30,23,0,0.533333333,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1954,14046,1,100.0,1,0,23,111,26,10,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,384,9698,1,100.0,0,0,12,89,0,91,1
67,7,0,1.0,2,0,0,0,0.0,51,0.761,5,0.075,0,0,0,3,0.045,1,9,75,1,100.0,0,0,0,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,723,3104,1,100.0,1,0,6,7,0,13,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1802,700,1,100.0,0,0,25,114,3,39,1
34,27,0,0.842105263,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0,2,43,0,0.0,0,0,0,0,0,0,0
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,811,339,1,0.0,0,0,12,3,15,40,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,711,9381,1,100.0,1,1,5,84,0,87,1
30,23,0,1.0,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,2644,1610,1,93.75,0,0,16,115,1,106,1
28,21,0,0.769230769,3,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,2887,643,1,100.0,0,0,34,55,1,36,1
34,27,0,0.9,2,2,0,0,0.0,19,0.559,1,0.029,0,0,0,2,0.059,1,2963,1820,1,0.0,0,1,8,2259,3,2254,1
25,18,0,0.818181818,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2358,1592,1,0.0,1,1,9,257,0,276,1
80,20,0,0.6875,3,1,0,0,0.0,45,0.562,17,0.212,0,0,0,10,0.125,1,3,347,0,1.492537313,0,0,0,0,0,0,0
19,12,0,1.0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,626,2176,1,100.0,1,0,12,43,0,20,1
22,16,0,1.0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,9,50,1,100.0,0,0,0,0,0,0,0
26,18,0,0.785714286,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,11,117,0,0.0,0,0,0,0,0,0,0
28,21,0,1.0,4,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1350,8180,1,100.0,0,1,42,299,1,307,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,7419,2257,1,100.0,0,0,36,215,1,88,1
32,25,0,0.833333333,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1079,8047,1,0.0,0,1,23,126,1,137,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,474,239,1,100.0,1,0,10,50,0,50,1
32,25,0,0.555555556,2,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1502,14450,1,0.0,1,1,5,100,0,103,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,345,349,1,100.0,0,0,11,20,0,14,1
27,20,0,0.692307692,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1052,14344,1,0.0,0,1,18,245,0,247,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,332,579,1,100.0,1,0,8,65,1,66,1
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1485,9381,1,85.71428571,0,1,18,61,1,64,1
47,38,0,0.714285714,2,2,0,0,0.0,33,0.702,2,0.043,0,0,0,4,0.085,1,10,56913,0,0.0,0,0,0,0,0,0,0
36,27,0,0.739130435,3,1,0,0,0.0,18,0.5,6,0.167,0,0,0,4,0.111,1,271,19710,1,0.0,1,0,9,1,0,4,0
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,771,333,1,100.0,1,0,13,31,4,10,1
33,15,1,0.363636364,3,2,0,0,0.0,9,0.273,12,0.364,0,0,0,5,0.152,0,2,41,0,0.0,0,0,0,0,0,0,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,644,461,1,100.0,0,0,2,0,0,4,1
21,15,0,1.0,3,1,0,0,0.0,5,0.238,4,0.19,0,0,0,1,0.048,0,13,85,1,100.0,0,0,2,0,0,0,0
32,25,0,0.888888889,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1248,8047,1,0.0,0,1,13,204,2,211,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,355,113,1,100.0,0,0,6,0,8,11,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,528,357,1,100.0,1,0,4,46,0,3,1
69,11,0,1.0,3,0,0,0,0.0,50,0.725,5,0.072,1,1,0,4,0.087,1,2,79,0,0.0,0,0,0,0,0,0,0
36,28,0,0.583333333,3,1,0,0,0.0,21,0.583,4,0.111,0,0,0,3,0.083,1,108,8125,1,0.0,0,0,0,0,0,3,0
31,23,0,0.842105263,3,1,0,0,0.0,21,0.677,0,0.0,0,0,0,2,0.065,1,108,8125,1,0.0,0,0,0,0,0,3,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,5657,3964,1,100.0,1,0,17,92,63,17,1
28,22,0,0.714285714,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,9,76,1,100.0,0,0,0,0,0,1,0
27,20,0,0.769230769,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,313,821,1,0.0,0,0,3,15,2,5,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1708,641,1,100.0,0,1,5,513,0,67,1
23,16,0,0.666666667,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,20,210,1,100.0,0,0,0,0,0,0,0
20,13,0,0.666666667,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1879,1787,1,0.0,1,0,14,236,12,282,1
50,31,0,0.47826087,3,4,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0,12,113,0,0.0,0,0,0,0,0,0,0
35,27,0,0.652173913,3,1,0,0,0.0,20,0.571,4,0.114,0,0,0,3,0.086,1,108,8125,1,0.0,0,0,0,0,0,3,0
384,14,1,0.363636364,2,2,0,0,0.0,236,0.615,90,0.234,9,1,14,27,0.133,1,125,53293,1,0.0,0,0,0,2,0,5,0
27,20,0,0.846153846,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,786,8574,1,0.0,1,1,23,243,1,246,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,638,172,1,100.0,0,0,6,19,0,20,1
58,31,0,0.47826087,3,4,0,0,0.0,40,0.69,0,0.0,0,0,0,7,0.121,0,408,380,1,0.0,1,0,2,0,0,7,0
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,674,3860,1,100.0,1,0,15,36,8,70,1
26,19,0,0.833333333,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1743,900,1,0.0,0,0,6,112,3,109,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1254,799,1,100.0,1,0,6,144,3,144,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1569,445,1,100.0,1,1,10,50,6,10,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1774,9381,1,100.0,1,1,34,140,0,150,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,217,1743,1,100.0,0,0,3,37,0,40,1
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1487,12225,1,0.0,0,1,53,88,11,95,1
23,16,0,0.777777778,2,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1539,8502,1,100.0,1,1,10,193,0,5,1
30,22,0,0.611111111,3,1,0,0,0.0,20,0.667,0,0.0,0,0,0,3,0.1,0,9,50,1,0.0,0,0,0,0,0,0,0
20,13,0,1.0,2,1,0,0,0.0,3,0.15,4,0.2,0,0,0,1,0.05,1,575,1277,1,100.0,1,0,26,44,0,31,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1469,15374,1,100.0,1,1,30,60,3,81,1
19,12,0,1.0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2623,3365,1,100.0,1,0,58,96,1,62,1
22,14,0,0.727272727,2,1,0,0,0.0,6,0.273,6,0.273,0,0,0,3,0.136,0,9,38,1,0.0,0,0,0,0,0,0,0
21,14,0,0.714285714,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,1314,9381,1,0.0,0,1,25,276,0,263,1
21,15,0,1.0,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,30,0,0.0,0,0,0,0,0,0,0
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,812,5550,1,100.0,1,0,15,255,1,54,1
28,21,0,0.615384615,3,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,514,8047,1,100.0,0,1,18,49,1,55,1
22,15,0,0.714285714,3,1,0,0,0.0,8,0.364,1,0.045,0,0,0,1,0.045,1,3233,51305,1,100.0,0,1,68,188,2,193,1
28,21,0,1.0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,788,9381,1,0.0,0,1,16,121,4,127,1
18,11,0,1.0,3,1,0,0,0.0,4,0.222,2,0.111,0,0,0,1,0.056,0,49,744,0,33.33333333,0,0,2,1,0,1,0
26,19,0,0.5,2,3,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,848,7361,1,0.0,1,0,17,69,1,103,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1024,694,1,100.0,0,0,2,0,0,36,1
53,17,0,1.0,3,1,0,0,0.0,33,0.623,4,0.075,0,0,0,5,0.094,0,2,62,0,2.702702703,0,0,0,0,0,0,0
45,36,0,0.65625,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,0.0,0,0,0,0,0,3,0
28,21,0,0.571428571,2,2,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,698,1744,1,0.0,0,0,8,76,1,20,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,510,1405,1,0.0,1,1,21,69,1,80,1
34,27,0,0.526315789,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1138,918,1,100.0,1,1,7,141,0,14,1
30,23,0,0.866666667,3,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,2100,2338,1,0.0,1,0,19,48,0,13,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1565,4687,1,100.0,0,1,44,230,2,244,1
19,12,0,1.0,3,1,0,0,0.0,5,0.263,1,0.053,0,0,0,1,0.053,1,1209,763,1,100.0,0,0,8,133,0,133,1
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1312,4669,1,100.0,1,1,25,175,2,188,1
38,29,0,0.88,3,1,0,0,0.0,26,0.684,1,0.026,0,0,0,3,0.079,1,26,176,0,0.0,0,0,0,0,0,0,0
26,18,0,0.571428571,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,3,0.115,0,2,35,0,0.0,0,0,0,0,0,0,0
32,25,0,1.0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2041,13396,1,100.0,1,0,12,43,1,7,1
45,36,0,0.3125,3,2,0,0,0.0,27,0.6,4,0.089,0,0,0,6,0.133,1,45,3790908,1,0.0,0,1,4,0,0,0,0
38,31,0,1.0,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,5078,9458,1,100.0,0,1,17,205,22,231,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,811,360,1,100.0,1,0,13,26,2,23,1
51,45,0,0.216216216,3,2,0,0,0.0,34,0.667,0,0.0,0,0,0,6,0.118,0,2,62,0,0.0,0,0,0,0,0,0,0
28,21,0,0.857142857,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,816,9381,1,0.0,0,1,26,48,0,60,1
19,13,0,1.0,3,0,0,0,0.0,11,0.579,0,0.0,0,0,0,1,0.053,0,2,28,0,0.0,0,0,0,0,0,0,0
34,27,0,0.9,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1353,9381,1,0.0,0,1,14,46,4,56,1
40,31,0,0.481481481,3,1,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,1,97,4753,1,0.0,1,0,4,2,0,2,0
34,25,0,0.619047619,3,1,0,0,0.0,22,0.647,1,0.029,0,0,0,3,0.088,1,2,2278,1,0.0,0,0,1,1,0,0,0
25,18,0,0.818181818,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,20,212,1,100.0,0,0,0,0,0,0,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1931,853,1,100.0,0,0,13,0,10,95,1
67,7,0,1.0,2,0,0,0,0.0,49,0.731,7,0.104,0,0,0,3,0.045,1,9,75,1,100.0,0,0,0,0,0,0,0
23,16,0,1.0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1045,1763,1,0.0,1,0,10,39,3,51,1
26,19,0,0.583333333,2,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,726,1743,1,100.0,1,0,25,94,0,92,1
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,679,362,1,100.0,1,0,6,72,1,59,1
25,18,0,0.818181818,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,380,2693,1,0.0,1,0,12,41,0,3,1
40,33,0,0.32,3,1,0,0,0.0,24,0.6,0,0.0,0,0,0,4,0.1,1,542,1871,1,100.0,1,1,16,75,9,81,1
23,16,0,0.444444444,2,3,0,0,0.0,8,0.348,0,0.0,0,0,0,3,0.13,1,301,9381,1,0.0,0,1,11,71,0,72,1
100,7,0,1.0,2,0,0,0,0.0,76,0.76,11,0.11,0,0,0,5,0.05,1,9,108,1,0.0,0,0,0,0,0,0,0
29,22,0,0.8,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,585,4721,1,0.0,0,0,7,4,0,112,1
44,38,0,0.4,3,3,0,0,0.0,26,0.591,2,0.045,0,0,0,5,0.114,0,2,53,0,0.0,0,0,0,0,0,0,0
22,16,0,1.0,3,2,0,0,0.0,7,0.318,2,0.091,0,0,0,2,0.091,0,2,32,0,0.0,0,0,0,0,0,0,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,4644,6905,1,100.0,1,1,8,116,0,36,1
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,681,9381,1,100.0,0,1,16,118,1,131,1
